trip_id,route_id,route_long_name,route_color,stop_id,service_id,duration_minutes
1351,7,Morris & Essex Line,08A652,12,16,85.0
1352,7,Morris & Essex Line,08A652,12,4,45.0
1353,7,Morris & Essex Line,08A652,12,4,47.0
1354,7,Morris & Essex Line,08A652,12,4,45.0
1355,7,Morris & Essex Line,08A652,12,4,45.0
1356,7,Morris & Essex Line,08A652,12,4,45.0
1357,7,Morris & Essex Line,08A652,12,4,45.0
1358,7,Morris & Essex Line,08A652,20,4,96.0
1359,7,Morris & Essex Line,08A652,18,4,89.0
1360,7,Morris & Essex Line,08A652,19,1,94.0
1361,7,Morris & Essex Line,08A652,19,1,94.0
1362,7,Morris & Essex Line,08A652,19,1,94.0
1363,7,Morris & Essex Line,08A652,19,1,95.0
1364,7,Morris & Essex Line,08A652,19,1,94.0
1365,7,Morris & Essex Line,08A652,19,1,96.0
1366,7,Morris & Essex Line,08A652,19,1,94.0
1367,7,Morris & Essex Line,08A652,19,1,96.0
1368,7,Morris & Essex Line,08A652,19,1,94.0
1369,7,Morris & Essex Line,08A652,20,1,101.0
1370,7,Morris & Essex Line,08A652,20,1,95.0
1371,7,Morris & Essex Line,08A652,20,1,97.0
1372,7,Morris & Essex Line,08A652,20,1,98.0
1373,7,Morris & Essex Line,08A652,20,1,96.0
1374,7,Morris & Essex Line,08A652,20,1,95.0
1375,7,Morris & Essex Line,08A652,20,1,96.0
1376,7,Morris & Essex Line,08A652,20,1,96.0
1377,7,Morris & Essex Line,08A652,20,1,96.0
1378,7,Morris & Essex Line,08A652,20,1,98.0
1379,7,Morris & Essex Line,08A652,11,17,85.0
1380,7,Morris & Essex Line,08A652,10,2,79.0
1381,7,Morris & Essex Line,08A652,10,2,82.0
1382,7,Morris & Essex Line,08A652,10,2,49.0
1383,7,Morris & Essex Line,08A652,10,2,55.0
1384,7,Morris & Essex Line,08A652,10,2,42.0
1385,7,Morris & Essex Line,08A652,10,2,52.0
1386,7,Morris & Essex Line,08A652,10,2,51.0
1387,7,Morris & Essex Line,08A652,11,2,79.0
1388,7,Morris & Essex Line,08A652,12,2,82.0
1389,7,Morris & Essex Line,08A652,12,2,45.0
1390,7,Morris & Essex Line,08A652,13,2,81.0
1391,7,Morris & Essex Line,08A652,13,2,89.0
1392,7,Morris & Essex Line,08A652,14,2,83.0
1393,7,Morris & Essex Line,08A652,15,2,84.0
1394,7,Morris & Essex Line,08A652,15,2,87.0
1395,7,Morris & Essex Line,08A652,16,2,89.0
1396,7,Morris & Essex Line,08A652,16,2,85.0
1397,7,Morris & Essex Line,08A652,16,2,74.0
1398,7,Morris & Essex Line,08A652,16,2,89.0
1399,7,Morris & Essex Line,08A652,16,2,86.0
1400,7,Morris & Essex Line,08A652,16,2,100.0
1401,7,Morris & Essex Line,08A652,17,2,82.0
1402,7,Morris & Essex Line,08A652,17,2,92.0
1403,7,Morris & Essex Line,08A652,17,2,86.0
1404,7,Morris & Essex Line,08A652,17,2,89.0
1405,7,Morris & Essex Line,08A652,17,2,89.0
1406,7,Morris & Essex Line,08A652,17,2,90.0
1407,7,Morris & Essex Line,08A652,17,2,86.0
1408,7,Morris & Essex Line,08A652,17,2,88.0
1409,7,Morris & Essex Line,08A652,17,2,88.0
1410,7,Morris & Essex Line,08A652,17,2,103.0
1411,7,Morris & Essex Line,08A652,18,2,85.0
1412,7,Morris & Essex Line,08A652,18,2,88.0
1413,7,Morris & Essex Line,08A652,18,2,92.0
