trip_id,route_id,route_long_name,route_color,stop_id,service_id,duration_minutes
2085,13,Newark Light Rail,009AD1,12,23,20.0
2086,13,Newark Light Rail,009AD1,12,23,20.0
2087,13,Newark Light Rail,009AD1,12,23,20.0
2088,13,Newark Light Rail,009AD1,12,23,20.0
2089,13,Newark Light Rail,009AD1,12,23,20.0
2090,13,Newark Light Rail,009AD1,12,23,20.0
2091,13,Newark Light Rail,009AD1,17,23,31.0
2092,13,Newark Light Rail,009AD1,17,23,31.0
2093,13,Newark Light Rail,009AD1,17,23,31.0
2094,13,Newark Light Rail,009AD1,17,23,31.0
2095,13,Newark Light Rail,009AD1,17,23,31.0
2096,13,Newark Light Rail,009AD1,17,23,31.0
2097,13,Newark Light Rail,009AD1,17,23,31.0
2098,13,Newark Light Rail,009AD1,17,23,31.0
2099,13,Newark Light Rail,009AD1,17,23,31.0
2100,13,Newark Light Rail,009AD1,17,23,31.0
2101,13,Newark Light Rail,009AD1,17,23,31.0
2102,13,Newark Light Rail,009AD1,17,23,31.0
2103,13,Newark Light Rail,009AD1,17,23,31.0
2104,13,Newark Light Rail,009AD1,17,23,31.0
2105,13,Newark Light Rail,009AD1,17,23,31.0
2106,13,Newark Light Rail,009AD1,17,23,31.0
2107,13,Newark Light Rail,009AD1,17,23,31.0
2108,13,Newark Light Rail,009AD1,17,23,31.0
2109,13,Newark Light Rail,009AD1,17,23,31.0
2110,13,Newark Light Rail,009AD1,17,23,31.0
2111,13,Newark Light Rail,009AD1,17,23,31.0
2112,13,Newark Light Rail,009AD1,17,23,31.0
2113,13,Newark Light Rail,009AD1,17,23,31.0
2114,13,Newark Light Rail,009AD1,17,23,31.0
2115,13,Newark Light Rail,009AD1,17,23,31.0
2116,13,Newark Light Rail,009AD1,17,23,31.0
2117,13,Newark Light Rail,009AD1,17,23,31.0
2118,13,Newark Light Rail,009AD1,17,23,31.0
2119,13,Newark Light Rail,009AD1,17,23,31.0
2120,13,Newark Light Rail,009AD1,17,23,31.0
2121,13,Newark Light Rail,009AD1,17,23,31.0
2122,13,Newark Light Rail,009AD1,17,23,31.0
2123,13,Newark Light Rail,009AD1,17,23,31.0
2124,13,Newark Light Rail,009AD1,17,23,31.0
2125,13,Newark Light Rail,009AD1,17,23,31.0
2126,13,Newark Light Rail,009AD1,17,23,31.0
2127,13,Newark Light Rail,009AD1,17,23,31.0
2128,13,Newark Light Rail,009AD1,17,23,31.0
2129,13,Newark Light Rail,009AD1,17,23,31.0
2130,13,Newark Light Rail,009AD1,17,23,31.0
2131,13,Newark Light Rail,009AD1,17,23,31.0
2132,13,Newark Light Rail,009AD1,17,23,31.0
2133,13,Newark Light Rail,009AD1,17,23,31.0
2134,13,Newark Light Rail,009AD1,17,23,31.0
2135,13,Newark Light Rail,009AD1,17,23,31.0
2136,13,Newark Light Rail,009AD1,17,23,31.0
2137,13,Newark Light Rail,009AD1,17,23,31.0
2138,13,Newark Light Rail,009AD1,17,23,31.0
2139,13,Newark Light Rail,009AD1,17,23,31.0
2140,13,Newark Light Rail,009AD1,17,23,31.0
2141,13,Newark Light Rail,009AD1,17,23,31.0
2142,13,Newark Light Rail,009AD1,17,23,31.0
2143,13,Newark Light Rail,009AD1,17,23,31.0
2144,13,Newark Light Rail,009AD1,17,23,31.0
2145,13,Newark Light Rail,009AD1,17,23,31.0
2146,13,Newark Light Rail,009AD1,12,23,20.0
2147,13,Newark Light Rail,009AD1,12,23,20.0
2148,13,Newark Light Rail,009AD1,12,23,20.0
2149,13,Newark Light Rail,009AD1,12,23,20.0
2150,13,Newark Light Rail,009AD1,12,23,20.0
2151,13,Newark Light Rail,009AD1,12,23,20.0
2152,13,Newark Light Rail,009AD1,16,23,32.0
2153,13,Newark Light Rail,009AD1,16,23,32.0
2154,13,Newark Light Rail,009AD1,16,23,32.0
2155,13,Newark Light Rail,009AD1,16,23,32.0
2156,13,Newark Light Rail,009AD1,16,23,32.0
2157,13,Newark Light Rail,009AD1,16,23,32.0
2158,13,Newark Light Rail,009AD1,16,23,32.0
2159,13,Newark Light Rail,009AD1,16,23,32.0
2160,13,Newark Light Rail,009AD1,16,23,32.0
2161,13,Newark Light Rail,009AD1,16,23,32.0
2162,13,Newark Light Rail,009AD1,16,23,32.0
2163,13,Newark Light Rail,009AD1,16,23,32.0
2164,13,Newark Light Rail,009AD1,16,23,32.0
2165,13,Newark Light Rail,009AD1,16,23,32.0
2166,13,Newark Light Rail,009AD1,16,23,32.0
2167,13,Newark Light Rail,009AD1,16,23,32.0
2168,13,Newark Light Rail,009AD1,16,23,32.0
2169,13,Newark Light Rail,009AD1,16,23,32.0
2170,13,Newark Light Rail,009AD1,16,23,32.0
2171,13,Newark Light Rail,009AD1,16,23,32.0
2172,13,Newark Light Rail,009AD1,16,23,32.0
2173,13,Newark Light Rail,009AD1,16,23,32.0
2174,13,Newark Light Rail,009AD1,16,23,32.0
2175,13,Newark Light Rail,009AD1,16,23,32.0
2176,13,Newark Light Rail,009AD1,16,23,32.0
2177,13,Newark Light Rail,009AD1,16,23,32.0
2178,13,Newark Light Rail,009AD1,16,23,32.0
2179,13,Newark Light Rail,009AD1,16,23,32.0
2180,13,Newark Light Rail,009AD1,16,23,32.0
2181,13,Newark Light Rail,009AD1,16,23,32.0
2182,13,Newark Light Rail,009AD1,16,23,32.0
2183,13,Newark Light Rail,009AD1,16,23,32.0
