trip_id,route_id,route_long_name,route_color,stop_id,service_id,duration_minutes
1521,8,Gladstone Branch,A4C9AA,22,4,100.0
1522,8,Gladstone Branch,A4C9AA,22,4,100.0
1523,8,Gladstone Branch,A4C9AA,13,3,48.0
1524,8,Gladstone Branch,A4C9AA,13,1,43.0
1525,8,Gladstone Branch,A4C9AA,13,1,44.0
1526,8,Gladstone Branch,A4C9AA,13,1,46.0
1527,8,Gladstone Branch,A4C9AA,13,1,46.0
1528,8,Gladstone Branch,A4C9AA,13,1,46.0
1529,8,Gladstone Branch,A4C9AA,13,1,46.0
1530,8,Gladstone Branch,A4C9AA,13,1,46.0
1531,8,Gladstone Branch,A4C9AA,13,1,46.0
1532,8,Gladstone Branch,A4C9AA,13,1,46.0
1533,8,Gladstone Branch,A4C9AA,13,1,46.0
1534,8,Gladstone Branch,A4C9AA,13,1,46.0
1535,8,Gladstone Branch,A4C9AA,13,1,46.0
1536,8,Gladstone Branch,A4C9AA,13,1,46.0
1537,8,Gladstone Branch,A4C9AA,13,1,46.0
1538,8,Gladstone Branch,A4C9AA,13,1,46.0
1539,8,Gladstone Branch,A4C9AA,13,1,46.0
1540,8,Gladstone Branch,A4C9AA,13,1,46.0
1541,8,Gladstone Branch,A4C9AA,13,1,46.0
1542,8,Gladstone Branch,A4C9AA,14,2,72.0
1543,8,Gladstone Branch,A4C9AA,15,2,89.0
1544,8,Gladstone Branch,A4C9AA,16,2,98.0
1545,8,Gladstone Branch,A4C9AA,17,2,80.0
1546,8,Gladstone Branch,A4C9AA,17,2,85.0
1547,8,Gladstone Branch,A4C9AA,17,2,82.0
1548,8,Gladstone Branch,A4C9AA,17,2,83.0
1549,8,Gladstone Branch,A4C9AA,17,2,82.0
1550,8,Gladstone Branch,A4C9AA,18,2,85.0
1551,8,Gladstone Branch,A4C9AA,21,2,77.0
1552,8,Gladstone Branch,A4C9AA,22,2,97.0
1553,8,Gladstone Branch,A4C9AA,22,2,91.0
1554,8,Gladstone Branch,A4C9AA,24,2,89.0
1555,8,Gladstone Branch,A4C9AA,24,2,100.0
1556,8,Gladstone Branch,A4C9AA,24,2,93.0
1557,8,Gladstone Branch,A4C9AA,24,2,93.0
1558,8,Gladstone Branch,A4C9AA,24,2,93.0
1559,8,Gladstone Branch,A4C9AA,24,2,93.0
1560,8,Gladstone Branch,A4C9AA,24,2,97.0
1561,8,Gladstone Branch,A4C9AA,24,2,91.0
1562,8,Gladstone Branch,A4C9AA,24,2,90.0
1563,8,Gladstone Branch,A4C9AA,24,2,89.0
1564,8,Gladstone Branch,A4C9AA,20,4,98.0
1565,8,Gladstone Branch,A4C9AA,20,4,98.0
1566,8,Gladstone Branch,A4C9AA,13,3,43.0
1567,8,Gladstone Branch,A4C9AA,13,3,42.0
1568,8,Gladstone Branch,A4C9AA,13,3,42.0
1569,8,Gladstone Branch,A4C9AA,13,1,52.0
1570,8,Gladstone Branch,A4C9AA,13,1,52.0
1571,8,Gladstone Branch,A4C9AA,13,1,52.0
1572,8,Gladstone Branch,A4C9AA,13,1,52.0
1573,8,Gladstone Branch,A4C9AA,13,1,52.0
1574,8,Gladstone Branch,A4C9AA,13,1,52.0
1575,8,Gladstone Branch,A4C9AA,13,1,52.0
1576,8,Gladstone Branch,A4C9AA,13,1,52.0
1577,8,Gladstone Branch,A4C9AA,13,1,52.0
1578,8,Gladstone Branch,A4C9AA,13,1,52.0
1579,8,Gladstone Branch,A4C9AA,13,1,52.0
1580,8,Gladstone Branch,A4C9AA,13,1,52.0
1581,8,Gladstone Branch,A4C9AA,13,1,52.0
1582,8,Gladstone Branch,A4C9AA,13,1,52.0
1583,8,Gladstone Branch,A4C9AA,13,1,52.0
1584,8,Gladstone Branch,A4C9AA,13,1,52.0
1585,8,Gladstone Branch,A4C9AA,13,1,47.0
1586,8,Gladstone Branch,A4C9AA,24,7,100.0
1587,8,Gladstone Branch,A4C9AA,13,2,65.0
1588,8,Gladstone Branch,A4C9AA,15,2,77.0
1589,8,Gladstone Branch,A4C9AA,15,2,79.0
1590,8,Gladstone Branch,A4C9AA,16,2,80.0
1591,8,Gladstone Branch,A4C9AA,16,2,79.0
1592,8,Gladstone Branch,A4C9AA,17,2,80.0
1593,8,Gladstone Branch,A4C9AA,17,2,91.0
1594,8,Gladstone Branch,A4C9AA,17,2,98.0
1595,8,Gladstone Branch,A4C9AA,17,2,97.0
1596,8,Gladstone Branch,A4C9AA,21,2,92.0
1597,8,Gladstone Branch,A4C9AA,24,2,102.0
1598,8,Gladstone Branch,A4C9AA,24,2,92.0
1599,8,Gladstone Branch,A4C9AA,24,2,95.0
1600,8,Gladstone Branch,A4C9AA,24,2,95.0
1601,8,Gladstone Branch,A4C9AA,24,2,95.0
1602,8,Gladstone Branch,A4C9AA,24,2,98.0
1603,8,Gladstone Branch,A4C9AA,24,2,95.0
1604,8,Gladstone Branch,A4C9AA,24,2,91.0
1605,8,Gladstone Branch,A4C9AA,24,2,98.0
1606,8,Gladstone Branch,A4C9AA,24,2,93.0
1607,8,Gladstone Branch,A4C9AA,24,2,92.0
1608,8,Gladstone Branch,A4C9AA,24,5,105.0
1609,8,Gladstone Branch,A4C9AA,24,5,109.0
1610,8,Gladstone Branch,A4C9AA,24,5,109.0
1611,8,Gladstone Branch,A4C9AA,24,11,107.0
1612,8,Gladstone Branch,A4C9AA,24,5,107.0
