trip_id,route_id,route_long_name,route_color,stop_id,service_id,duration_minutes
1656,10,Northeast Corridor,DD3439,14,7,87.0
1657,10,Northeast Corridor,DD3439,9,16,77.0
1658,10,Northeast Corridor,DD3439,9,16,80.0
1659,10,Northeast Corridor,DD3439,11,16,81.0
1660,10,Northeast Corridor,DD3439,10,4,81.0
1661,10,Northeast Corridor,DD3439,11,4,86.0
1662,10,Northeast Corridor,DD3439,11,4,82.0
1663,10,Northeast Corridor,DD3439,11,4,84.0
1664,10,Northeast Corridor,DD3439,8,13,62.0
1665,10,Northeast Corridor,DD3439,14,19,87.0
1666,10,Northeast Corridor,DD3439,10,1,83.0
1667,10,Northeast Corridor,DD3439,11,1,91.0
1668,10,Northeast Corridor,DD3439,11,1,90.0
1669,10,Northeast Corridor,DD3439,11,1,85.0
1670,10,Northeast Corridor,DD3439,11,1,85.0
1671,10,Northeast Corridor,DD3439,11,1,86.0
1672,10,Northeast Corridor,DD3439,11,1,86.0
1673,10,Northeast Corridor,DD3439,11,1,86.0
1674,10,Northeast Corridor,DD3439,11,1,84.0
1675,10,Northeast Corridor,DD3439,11,1,91.0
1676,10,Northeast Corridor,DD3439,11,1,85.0
1677,10,Northeast Corridor,DD3439,11,1,87.0
1678,10,Northeast Corridor,DD3439,14,19,94.0
1679,10,Northeast Corridor,DD3439,14,1,94.0
1680,10,Northeast Corridor,DD3439,14,1,97.0
1681,10,Northeast Corridor,DD3439,14,1,94.0
1682,10,Northeast Corridor,DD3439,14,1,94.0
1683,10,Northeast Corridor,DD3439,14,1,94.0
1684,10,Northeast Corridor,DD3439,14,1,94.0
1685,10,Northeast Corridor,DD3439,14,1,94.0
1686,10,Northeast Corridor,DD3439,14,1,95.0
1687,10,Northeast Corridor,DD3439,14,1,94.0
1688,10,Northeast Corridor,DD3439,14,1,93.0
1689,10,Northeast Corridor,DD3439,14,1,97.0
1690,10,Northeast Corridor,DD3439,14,1,93.0
1691,10,Northeast Corridor,DD3439,14,1,94.0
1692,10,Northeast Corridor,DD3439,14,1,93.0
1693,10,Northeast Corridor,DD3439,14,1,93.0
1694,10,Northeast Corridor,DD3439,15,1,98.0
1695,10,Northeast Corridor,DD3439,15,1,96.0
1696,10,Northeast Corridor,DD3439,15,1,96.0
1697,10,Northeast Corridor,DD3439,15,1,95.0
1698,10,Northeast Corridor,DD3439,7,20,54.0
1699,10,Northeast Corridor,DD3439,7,15,51.0
1700,10,Northeast Corridor,DD3439,8,15,62.0
1701,10,Northeast Corridor,DD3439,6,17,69.0
1702,10,Northeast Corridor,DD3439,8,17,60.0
1703,10,Northeast Corridor,DD3439,15,7,92.0
1704,10,Northeast Corridor,DD3439,15,7,93.0
1705,10,Northeast Corridor,DD3439,9,2,65.0
1706,10,Northeast Corridor,DD3439,10,2,82.0
1707,10,Northeast Corridor,DD3439,10,2,80.0
1708,10,Northeast Corridor,DD3439,11,2,62.0
1709,10,Northeast Corridor,DD3439,11,2,83.0
1710,10,Northeast Corridor,DD3439,11,2,83.0
1711,10,Northeast Corridor,DD3439,11,2,86.0
1712,10,Northeast Corridor,DD3439,12,2,68.0
1713,10,Northeast Corridor,DD3439,12,2,67.0
1714,10,Northeast Corridor,DD3439,11,2,88.0
1715,10,Northeast Corridor,DD3439,12,2,66.0
1716,10,Northeast Corridor,DD3439,12,2,88.0
1717,10,Northeast Corridor,DD3439,12,2,88.0
1718,10,Northeast Corridor,DD3439,13,2,67.0
1719,10,Northeast Corridor,DD3439,13,2,72.0
1720,10,Northeast Corridor,DD3439,14,21,94.0
1721,10,Northeast Corridor,DD3439,14,2,96.0
1722,10,Northeast Corridor,DD3439,14,2,93.0
1723,10,Northeast Corridor,DD3439,14,2,92.0
1724,10,Northeast Corridor,DD3439,14,2,91.0
1725,10,Northeast Corridor,DD3439,14,2,92.0
1726,10,Northeast Corridor,DD3439,14,2,89.0
1727,10,Northeast Corridor,DD3439,14,2,96.0
1728,10,Northeast Corridor,DD3439,14,2,92.0
1729,10,Northeast Corridor,DD3439,14,2,90.0
1730,10,Northeast Corridor,DD3439,15,2,91.0
1731,10,Northeast Corridor,DD3439,15,2,93.0
1732,10,Northeast Corridor,DD3439,15,2,99.0
1733,10,Northeast Corridor,DD3439,15,2,91.0
1734,10,Northeast Corridor,DD3439,15,2,92.0
1735,10,Northeast Corridor,DD3439,15,2,93.0
1736,10,Northeast Corridor,DD3439,15,2,91.0
1737,10,Northeast Corridor,DD3439,15,2,92.0
1738,10,Northeast Corridor,DD3439,15,2,92.0
1739,10,Northeast Corridor,DD3439,15,2,91.0
1740,10,Northeast Corridor,DD3439,15,2,91.0
1741,10,Northeast Corridor,DD3439,14,2,91.0
1742,10,Northeast Corridor,DD3439,15,2,93.0
1743,10,Northeast Corridor,DD3439,15,2,92.0
1744,10,Northeast Corridor,DD3439,3,2,20.0
1745,10,Northeast Corridor,DD3439,4,21,27.0
1746,10,Northeast Corridor,DD3439,5,2,66.0
1747,10,Northeast Corridor,DD3439,6,2,57.0
1748,10,Northeast Corridor,DD3439,6,2,72.0
1749,10,Northeast Corridor,DD3439,6,2,67.0
1750,10,Northeast Corridor,DD3439,6,2,69.0
1751,10,Northeast Corridor,DD3439,6,2,76.0
1752,10,Northeast Corridor,DD3439,7,2,74.0
1753,10,Northeast Corridor,DD3439,7,2,74.0
1754,10,Northeast Corridor,DD3439,6,2,72.0
1755,10,Northeast Corridor,DD3439,6,2,72.0
1756,10,Northeast Corridor,DD3439,6,2,70.0
1757,10,Northeast Corridor,DD3439,7,2,61.0
1758,10,Northeast Corridor,DD3439,8,2,63.0
1759,10,Northeast Corridor,DD3439,8,2,57.0
1760,10,Northeast Corridor,DD3439,8,2,79.0
1761,10,Northeast Corridor,DD3439,8,2,77.0
1762,10,Northeast Corridor,DD3439,9,2,64.0
1763,10,Northeast Corridor,DD3439,8,2,64.0
1764,10,Northeast Corridor,DD3439,8,2,62.0
1765,10,Northeast Corridor,DD3439,14,5,92.0
1766,10,Northeast Corridor,DD3439,2,18,15.0
1767,10,Northeast Corridor,DD3439,2,18,15.0
1768,10,Northeast Corridor,DD3439,14,5,83.0
1769,10,Northeast Corridor,DD3439,2,18,15.0
1770,10,Northeast Corridor,DD3439,2,18,15.0
1771,10,Northeast Corridor,DD3439,15,7,96.0
1772,10,Northeast Corridor,DD3439,16,7,101.0
1773,10,Northeast Corridor,DD3439,16,7,102.0
1774,10,Northeast Corridor,DD3439,10,4,88.0
1775,10,Northeast Corridor,DD3439,10,4,80.0
1776,10,Northeast Corridor,DD3439,10,4,87.0
1777,10,Northeast Corridor,DD3439,9,13,85.0
1778,10,Northeast Corridor,DD3439,13,13,94.0
1779,10,Northeast Corridor,DD3439,6,13,72.0
1780,10,Northeast Corridor,DD3439,8,13,59.0
1781,10,Northeast Corridor,DD3439,8,13,79.0
1782,10,Northeast Corridor,DD3439,8,13,82.0
1783,10,Northeast Corridor,DD3439,15,3,96.0
1784,10,Northeast Corridor,DD3439,16,3,101.0
1785,10,Northeast Corridor,DD3439,16,3,102.0
1786,10,Northeast Corridor,DD3439,10,1,85.0
1787,10,Northeast Corridor,DD3439,10,1,81.0
1788,10,Northeast Corridor,DD3439,10,1,83.0
1789,10,Northeast Corridor,DD3439,10,1,81.0
1790,10,Northeast Corridor,DD3439,11,1,86.0
1791,10,Northeast Corridor,DD3439,11,1,88.0
1792,10,Northeast Corridor,DD3439,11,1,90.0
1793,10,Northeast Corridor,DD3439,11,1,90.0
1794,10,Northeast Corridor,DD3439,11,1,85.0
1795,10,Northeast Corridor,DD3439,11,1,87.0
1796,10,Northeast Corridor,DD3439,14,1,93.0
1797,10,Northeast Corridor,DD3439,14,1,93.0
1798,10,Northeast Corridor,DD3439,14,1,94.0
1799,10,Northeast Corridor,DD3439,14,1,92.0
