trip_id,route_id,route_long_name,route_color,stop_id,service_id,duration_minutes
1134,5,Main/Bergen County Line,FFD411,17,3,68.0
1135,5,Main/Bergen County Line,FFD411,12,1,54.0
1136,5,Main/Bergen County Line,FFD411,12,1,54.0
1137,5,Main/Bergen County Line,FFD411,12,1,54.0
1138,5,Main/Bergen County Line,FFD411,12,1,54.0
1139,5,Main/Bergen County Line,FFD411,12,1,54.0
1140,5,Main/Bergen County Line,FFD411,12,1,54.0
1141,5,Main/Bergen County Line,FFD411,12,1,54.0
1142,5,Main/Bergen County Line,FFD411,12,1,54.0
1143,5,Main/Bergen County Line,FFD411,12,1,54.0
1144,5,Main/Bergen County Line,FFD411,12,1,54.0
1145,5,Main/Bergen County Line,FFD411,12,1,54.0
1146,5,Main/Bergen County Line,FFD411,12,1,54.0
1147,5,Main/Bergen County Line,FFD411,12,1,54.0
1148,5,Main/Bergen County Line,FFD411,12,1,54.0
1149,5,Main/Bergen County Line,FFD411,17,1,71.0
1150,5,Main/Bergen County Line,FFD411,17,1,70.0
1151,5,Main/Bergen County Line,FFD411,17,1,70.0
1152,5,Main/Bergen County Line,FFD411,17,1,70.0
1153,5,Main/Bergen County Line,FFD411,17,1,70.0
1154,5,Main/Bergen County Line,FFD411,17,1,70.0
1155,5,Main/Bergen County Line,FFD411,17,1,70.0
1156,5,Main/Bergen County Line,FFD411,17,1,70.0
1157,5,Main/Bergen County Line,FFD411,17,1,70.0
1158,5,Main/Bergen County Line,FFD411,17,1,70.0
1159,5,Main/Bergen County Line,FFD411,17,1,70.0
1160,5,Main/Bergen County Line,FFD411,17,1,70.0
1161,5,Main/Bergen County Line,FFD411,17,1,70.0
1162,5,Main/Bergen County Line,FFD411,17,1,70.0
1163,5,Main/Bergen County Line,FFD411,17,1,70.0
1164,5,Main/Bergen County Line,FFD411,17,1,70.0
1165,5,Main/Bergen County Line,FFD411,10,2,54.0
1166,5,Main/Bergen County Line,FFD411,11,2,52.0
1167,5,Main/Bergen County Line,FFD411,12,2,65.0
1168,5,Main/Bergen County Line,FFD411,12,2,65.0
1169,5,Main/Bergen County Line,FFD411,12,2,64.0
1170,5,Main/Bergen County Line,FFD411,12,2,58.0
1171,5,Main/Bergen County Line,FFD411,12,2,54.0
1172,5,Main/Bergen County Line,FFD411,12,2,53.0
1173,5,Main/Bergen County Line,FFD411,12,2,54.0
1174,5,Main/Bergen County Line,FFD411,12,2,54.0
1175,5,Main/Bergen County Line,FFD411,12,2,57.0
1176,5,Main/Bergen County Line,FFD411,12,2,62.0
1177,5,Main/Bergen County Line,FFD411,12,2,61.0
1178,5,Main/Bergen County Line,FFD411,12,2,57.0
