trip_id,route_id,route_long_name,route_color,stop_id,service_id,duration_minutes
1613,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1614,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1615,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1616,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1617,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1618,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1619,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1620,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1621,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1622,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1623,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1624,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1625,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1626,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1627,9,Meadowlands Rail Line,C1AA72,3,18,25.0
1628,9,Meadowlands Rail Line,C1AA72,3,18,25.0
1629,9,Meadowlands Rail Line,C1AA72,3,18,25.0
1630,9,Meadowlands Rail Line,C1AA72,3,18,25.0
1631,9,Meadowlands Rail Line,C1AA72,3,18,25.0
1632,9,Meadowlands Rail Line,C1AA72,3,18,25.0
1633,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1634,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1635,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1636,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1637,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1638,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1639,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1640,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1641,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1642,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1643,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1644,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1645,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1646,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1647,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1648,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1649,9,Meadowlands Rail Line,C1AA72,2,18,13.0
1650,9,Meadowlands Rail Line,C1AA72,3,18,24.0
1651,9,Meadowlands Rail Line,C1AA72,3,18,24.0
1652,9,Meadowlands Rail Line,C1AA72,3,18,24.0
1653,9,Meadowlands Rail Line,C1AA72,3,18,24.0
1654,9,Meadowlands Rail Line,C1AA72,3,18,24.0
1655,9,Meadowlands Rail Line,C1AA72,3,18,24.0
